category,price,rating,stock,Discount,status
,2558,,Out of Stock,1,Active
A,6700,2.737587965,In Stock,42,Active
,6750,4.138726946,Out of Stock,13,Active
,6485,4.003213013,,40,Active
,8200,3.102470989,,6,Inactive
,4887,,Out of Stock,18,Inactive
C,3247,,In Stock,44,Inactive
,6760,,In Stock,6,Active
,1112,,Out of Stock,34,Inactive
D,4525,3.605825821,,,Inactive
,6324,2.590477283,Out of Stock,10,Active
,6277,2.12425773,In Stock,3,Active
,1248,,Out of Stock,5,Active
,4250,4.931942728,In Stock,30,Active
D,5752,2.012980595,Out of Stock,4,Inactive
D,4568,,In Stock,47,Active
A,9098,2.83258982,Out of Stock,41,Inactive
,9687,3.58969213,,,Inactive
,205,,Out of Stock,24,Active
A,6309,3.62845317,,44,Active
,6277,,Out of Stock,5,Inactive
A,3282,,,38,Active
,4310,4.632801012,,2,Active
B,4378,,Out of Stock,37,Active
,,1.947163985,In Stock,48,Active
,3844,1.401476651,,6,Active
D,8324,,In Stock,3,Inactive
,339,4.864308421,,22,Inactive
,7165,,Out of Stock,21,Active
,3974,,In Stock,49,Inactive
D,9534,1.468350734,Out of Stock,3,Inactive
A,4421,,In Stock,23,Active
,3618,3.476403167,,15,Inactive
,3791,2.836248397,,20,Inactive
,3411,,,27,Inactive
C,9974,,Out of Stock,9,Inactive
A,4767,1.621407908,In Stock,30,Inactive
C,3861,,In Stock,26,Active
,5806,,Out of Stock,45,Active
,4154,,Out of Stock,,Inactive
D,4212,,,14,Inactive
,7313,2.138181987,In Stock,23,Active
A,2074,,,38,Active
,4455,,,13,Active
,7111,,Out of Stock,15,Active
,976,,Out of Stock,12,Active
,5329,,In Stock,28,Inactive
C,2113,,Out of Stock,44,Inactive
D,7866,4.453749926,Out of Stock,0,Active
C,,,In Stock,30,Active
,1671,3.371221213,In Stock,7,Inactive
A,6389,,,12,Active
,3811,,In Stock,19,Active
A,6578,2.875556087,Out of Stock,37,Active
,9150,2.169183073,Out of Stock,6,Active
,9495,4.955271686,In Stock,36,Inactive
,8630,,Out of Stock,7,Inactive
,7368,2.21910621,,23,Inactive
,7906,,,,Inactive
,9726,2.276803146,Out of Stock,20,Active
D,7756,,,7,Active
,478,1.411946368,In Stock,42,Active
,1266,2.258383613,Out of Stock,,Active
,2320,,Out of Stock,39,Active
,1254,1.391123812,In Stock,24,Active
,4299,,Out of Stock,35,Inactive
,1912,,,41,Inactive
B,6199,,Out of Stock,0,Inactive
A,3563,3.515513303,Out of Stock,45,Inactive
,354,2.62715568,,36,Active
C,2812,3.58015701,,0,Inactive
,2492,2.095012194,,16,Active
,5238,,In Stock,45,Active
,2415,,,18,Inactive
,9611,4.910907094,Out of Stock,38,Inactive
B,9877,2.458577606,In Stock,37,Inactive
B,4795,4.011203579,In Stock,16,Active
,9563,3.930313285,Out of Stock,38,Inactive
,1155,4.052676327,,30,Inactive
,948,,Out of Stock,39,Active
B,6445,1.4593656,Out of Stock,31,Inactive
D,3650,4.831748595,In Stock,31,Active
,,,,42,Inactive
B,5167,4.250612729,In Stock,31,Inactive
,2995,1.550353462,In Stock,35,Active
,6576,1.904310464,Out of Stock,3,Active
,5280,1.497841513,,45,Active
B,3394,2.852289927,Out of Stock,11,Inactive
,7171,2.542308211,,4,Active
,8124,,Out of Stock,40,Inactive
,4239,,Out of Stock,8,Inactive
,7593,3.220679722,Out of Stock,40,Active
,4808,,Out of Stock,19,Inactive
B,4802,,Out of Stock,31,Active
,499,2.669893189,In Stock,25,Active
,6524,,Out of Stock,15,Active
D,4887,2.073943243,Out of Stock,26,Active
C,2080,1.400946529,In Stock,27,Active
,5264,,In Stock,33,Active
,7827,4.074116193,In Stock,42,Inactive
D,8796,,Out of Stock,38,Active
,6725,3.11997458,In Stock,41,Active
,5427,1.77649552,Out of Stock,37,Inactive
,4638,2.920436725,In Stock,8,Inactive
,3639,2.582752906,Out of Stock,23,Inactive
,4574,3.05036897,,9,Inactive
,1407,2.691285206,In Stock,22,Inactive
A,456,1.106544836,Out of Stock,35,Inactive
D,6904,,In Stock,17,Active
,6654,,,45,Active
A,1921,4.399018807,Out of Stock,43,Inactive
,3073,,Out of Stock,35,Inactive
,4766,3.066230888,,41,Active
,5055,,,44,Active
,4057,2.707933553,Out of Stock,6,Active
A,4419,3.830255608,Out of Stock,29,Inactive
B,,4.957640975,In Stock,38,Inactive
,972,3.680316509,Out of Stock,27,Active
,8857,4.476486264,,47,Active
,1899,4.974181954,Out of Stock,43,Active
,9580,2.844502235,,29,Inactive
,,,Out of Stock,,Active
D,4920,,In Stock,48,Active
D,8035,4.801887866,Out of Stock,17,Inactive
A,3038,1.266963506,Out of Stock,20,Inactive
B,2488,2.487798884,In Stock,47,Inactive
,1728,,In Stock,19,Active
,7812,4.034867969,Out of Stock,47,Active
A,,3.947690209,In Stock,45,Inactive
,9129,2.952189318,,11,Active
,2082,4.832265603,In Stock,8,Active
A,8653,2.498077667,In Stock,31,Active
,,4.381543961,Out of Stock,2,Active
C,5393,,Out of Stock,6,Active
,4370,4.44109162,In Stock,19,Active
C,7216,,In Stock,47,Active
,,,In Stock,8,Active
D,4853,,Out of Stock,5,Active
,2689,4.970755795,In Stock,44,Inactive
,3549,2.315249513,In Stock,38,Inactive
,6708,,Out of Stock,48,Inactive
C,,1.071945197,Out of Stock,29,Inactive
,803,,,1,Active
B,2775,,In Stock,43,Active
A,7601,2.880479953,Out of Stock,26,Active
,8754,3.146058946,Out of Stock,27,Active
B,6942,,In Stock,1,Inactive
,7795,,In Stock,12,Inactive
,6884,,In Stock,29,Inactive
,5381,,,44,Active
,6580,,In Stock,47,Inactive
A,4428,3.856075004,,38,Inactive
,4108,1.53567348,In Stock,11,Inactive
,1398,3.714923914,,14,Inactive
B,3737,,,32,Active
D,4896,3.426296226,Out of Stock,41,Active
,7020,2.44932015,In Stock,1,Inactive
A,7050,,In Stock,43,Active
,8105,4.633012376,,17,Active
,7363,1.321035981,,25,Inactive
,7955,,Out of Stock,18,Inactive
,6339,,Out of Stock,12,Active
D,5412,4.188932115,Out of Stock,13,Active
B,6329,,,17,Active
,2176,,,43,Active
,,,In Stock,1,Inactive
A,6335,1.234770424,,33,Active
,2469,,In Stock,5,Active
,4962,,In Stock,44,Inactive
,669,3.801938052,In Stock,16,Inactive
,2293,2.808331883,In Stock,15,Inactive
,2996,,In Stock,32,Active
,627,,,,Inactive
,3266,4.65397966,In Stock,8,Inactive
,9372,1.72501572,,,Inactive
,6758,4.59572192,Out of Stock,7,Active
,7708,,,45,Active
,2608,,In Stock,6,Inactive
,4192,,Out of Stock,47,Active
,8274,,In Stock,25,Inactive
,4603,1.836033678,,46,Inactive
,3272,,Out of Stock,16,Active
,2313,4.325053618,,5,Inactive
D,9091,3.296485514,Out of Stock,32,Inactive
,3394,4.784424291,In Stock,14,Active
C,6607,1.189328593,,42,Active
B,1329,3.941035792,In Stock,31,Inactive
,6010,,Out of Stock,23,Active
C,5890,,In Stock,18,Active
,7899,,In Stock,,Inactive
,7827,,Out of Stock,34,Active
,4015,,In Stock,13,Active
,3766,1.736401119,In Stock,18,Inactive
A,2056,1.559804919,Out of Stock,,Inactive
C,1551,3.931882519,Out of Stock,23,Active
,1086,2.680628283,,1,Inactive
,2782,,,5,Active
C,9290,1.223001258,In Stock,22,Active
D,1505,,Out of Stock,0,Inactive
D,9351,4.316931622,In Stock,4,Active
A,7302,,,24,Inactive
C,579,,In Stock,5,Inactive
A,7977,2.585101834,In Stock,40,Active
,1406,,Out of Stock,,Active
C,4607,,,35,Inactive
D,7891,,,33,Inactive
,875,,,9,Inactive
,6671,4.103624841,In Stock,28,Active
,9812,4.416740144,Out of Stock,7,Inactive
,5425,4.056073008,In Stock,37,Active
B,8594,4.747326354,Out of Stock,9,Active
A,9792,,Out of Stock,43,Active
,8653,,In Stock,29,Active
A,2896,4.20336683,In Stock,41,Inactive
,8471,2.595991267,Out of Stock,,Inactive
C,8417,4.976627404,Out of Stock,16,Active
,3992,,Out of Stock,30,Active
,7824,,In Stock,45,Inactive
,2132,3.870023225,In Stock,3,Active
A,5148,1.899670179,In Stock,35,Inactive
B,8673,,In Stock,15,Active
D,2989,1.573330106,,46,Inactive
,6858,,In Stock,15,Active
,9472,3.401498122,,19,Inactive
,6373,1.852164037,Out of Stock,32,Active
C,4088,2.866185077,Out of Stock,0,Active
,1812,,In Stock,11,Inactive
B,3928,4.617921209,Out of Stock,,Active
,4184,3.835634528,In Stock,32,Active
C,4537,,,21,Inactive
,3728,1.721861166,In Stock,15,Active
,7788,,Out of Stock,,Active
,4043,,,8,Active
,,4.991689678,Out of Stock,33,Inactive
,2831,4.179234542,Out of Stock,26,Active
D,2491,4.85169778,In Stock,,Active
D,8566,,Out of Stock,20,Inactive
,3920,,Out of Stock,0,Inactive
,4623,1.446430767,,44,Active
C,8806,,Out of Stock,19,Inactive
D,9489,,,28,Inactive
,4242,2.336335047,In Stock,5,Active
,412,,Out of Stock,4,Inactive
B,8716,,,2,Active
,3740,,,19,Active
,8395,1.729532975,In Stock,9,Active
,6074,,,43,Inactive
,8761,3.976132944,Out of Stock,48,Active
,8892,1.968447655,In Stock,2,Active
,7146,1.869074907,,28,Active
,7855,4.905623718,In Stock,21,Inactive
,7786,,,39,Inactive
C,2814,,Out of Stock,32,Inactive
,4889,,In Stock,49,Inactive
,3020,3.195975558,,12,Active
B,,,In Stock,4,Inactive
,6620,3.86565661,Out of Stock,15,Active
C,7418,4.765177445,,,Inactive
D,7054,1.731894652,,4,Inactive
,6159,2.965277747,In Stock,36,Active
,5620,4.964882949,,41,Inactive
,9110,1.946902059,,25,Active
,5804,,,21,Active
C,9638,2.484449064,Out of Stock,17,Inactive
,6113,2.32825973,,25,Active
C,7330,1.254595429,,41,Active
,9447,,Out of Stock,,Active
,279,2.070655578,In Stock,3,Active
,3110,,,14,Active
D,5217,4.831691093,Out of Stock,24,Active
,7966,1.486170825,,6,Inactive
,2041,,In Stock,30,Inactive
C,8564,3.782526177,In Stock,34,Inactive
B,8633,,Out of Stock,1,Active
,6122,2.873016768,,20,Inactive
,8025,,Out of Stock,1,Inactive
,8356,3.339502305,,31,Inactive
,582,,Out of Stock,44,Inactive
A,5272,,,26,Inactive
,9480,,Out of Stock,7,Inactive
C,5191,,In Stock,17,Active
,6365,,Out of Stock,10,Inactive
,3440,,,,Inactive
,2122,,Out of Stock,32,Active
B,8225,3.170459499,,35,Active
,5365,3.419750089,In Stock,,Active
,5131,,In Stock,33,Inactive
,4238,4.908442642,Out of Stock,5,Active
,8113,3.596360424,Out of Stock,6,Inactive
,5813,,Out of Stock,49,Inactive
,2512,2.42123123,Out of Stock,0,Active
,7929,,Out of Stock,33,Inactive
A,8567,,Out of Stock,17,Inactive
C,4939,2.804111107,In Stock,46,Inactive
A,5317,3.194122133,In Stock,5,Inactive
A,8583,,,39,Active
,5010,3.417148703,In Stock,9,Inactive
,2795,4.005626005,Out of Stock,49,Active
,7491,,,41,Active
,7310,,Out of Stock,18,Active
,2779,4.879076833,In Stock,29,Inactive
,175,2.787663749,,9,Inactive
,549,4.503815579,In Stock,19,Active
A,3800,,Out of Stock,22,Active
A,3755,,,28,Inactive
,875,,,33,Inactive
,2949,2.684961294,In Stock,39,Active
B,3714,3.614428782,Out of Stock,,Inactive
A,8787,2.768524323,In Stock,23,Active
D,9250,,Out of Stock,31,Inactive
C,9007,4.094627906,In Stock,15,Inactive
A,7034,,,46,Active
,9700,,Out of Stock,5,Inactive
C,136,4.919616415,In Stock,12,Inactive
,4624,4.043070466,,39,Active
C,5942,,In Stock,15,Inactive
C,5784,1.655891663,,23,Active
,5959,,,29,Inactive
,9876,4.464337485,Out of Stock,45,Active
D,1624,,In Stock,43,Inactive
C,,,,2,Inactive
,5214,,,29,Active
,971,,In Stock,37,Active
,1394,4.091212303,,32,Inactive
A,8714,3.026211597,,4,Active
,7972,4.651695663,,,Inactive
,1975,4.295867105,Out of Stock,14,Inactive
,925,4.832030708,,29,Active
,1333,3.879098551,,38,Inactive
,7424,,,28,Active
,8544,,,30,Inactive
,4378,,In Stock,49,Active
,1617,,,28,Inactive
A,4373,2.028804169,In Stock,,Active
A,550,1.799935831,In Stock,33,Inactive
B,1586,4.568139877,Out of Stock,9,Inactive
,8115,,Out of Stock,21,Active
,1997,2.049743202,,46,Inactive
B,2461,,Out of Stock,18,Active
,,,Out of Stock,39,Active
,399,1.488648354,,23,Inactive
,1220,4.017838532,,47,Active
,1730,,Out of Stock,19,Inactive
,2544,,,32,Active
,9357,4.275166062,Out of Stock,45,Inactive
B,8415,1.174141635,,41,Inactive
,2581,3.497810371,In Stock,4,Active
,9679,3.181728302,,2,Active
,6790,,Out of Stock,42,Inactive
C,9911,4.492138044,In Stock,46,Active
,3605,,In Stock,44,Active
,5157,4.36900447,,32,Active
D,341,1.899508119,,49,Inactive
,9367,3.10709656,,18,Inactive
C,9521,,In Stock,7,Inactive
,7816,3.664310142,In Stock,4,Inactive
,4019,1.273648375,Out of Stock,0,Inactive
,2699,2.157023848,Out of Stock,17,Active
B,1092,,,26,Inactive
,5404,4.094628653,Out of Stock,16,Inactive
B,981,,Out of Stock,14,Inactive
,5067,,In Stock,33,Active
,7141,3.563890231,Out of Stock,2,Inactive
,6885,2.849545734,In Stock,48,Inactive
,9776,3.941481827,In Stock,21,Active
B,8107,2.783935761,,39,Inactive
,2658,2.237099802,,,Active
B,2041,,In Stock,40,Inactive
,,,Out of Stock,41,Inactive
C,9666,,,20,Inactive
A,4313,4.973084086,,10,Active
B,8865,,Out of Stock,1,Active
,8835,,,22,Inactive
D,5511,1.692810098,In Stock,39,Inactive
,7994,,Out of Stock,15,Active
A,8751,2.577796756,,46,Inactive
,8471,4.8679517,,14,Inactive
,7769,,Out of Stock,7,Inactive
,4607,,In Stock,49,Inactive
,6037,3.478458162,,49,Active
B,1706,,Out of Stock,30,Inactive
C,9855,,,31,Inactive
,5647,4.755885018,,25,Active
A,3191,,In Stock,36,Inactive
C,7637,,,,Inactive
,7393,,,31,Active
,2356,,In Stock,14,Inactive
,4639,,,1,Inactive
,5654,1.587709386,In Stock,5,Inactive
,5148,,,32,Inactive
,1729,3.972659546,In Stock,31,Inactive
,6617,,,34,Inactive
,2124,,,31,Inactive
,4154,4.980225895,In Stock,19,Inactive
,6627,,Out of Stock,2,Active
D,758,2.210974212,,46,Active
,7436,1.156618589,,20,Active
,5774,,,47,Inactive
,6923,4.209709102,In Stock,10,Active
,6808,,In Stock,19,Active
C,3779,1.113137087,,30,Active
D,9354,3.489575724,Out of Stock,25,Active
,5193,,,6,Inactive
,279,4.861383484,Out of Stock,16,Active
,7119,4.997817693,Out of Stock,18,Inactive
,4367,1.661016922,,17,Active
D,939,2.578323868,Out of Stock,42,Inactive
D,4746,,,21,Active
,5158,3.464315532,Out of Stock,39,Active
B,8931,4.733551257,,8,Inactive
,7005,,,43,Active
,9611,,Out of Stock,17,Inactive
,6115,4.807073455,Out of Stock,49,Inactive
B,6062,,Out of Stock,9,Inactive
,470,4.143327281,Out of Stock,3,Inactive
D,1725,2.659357105,In Stock,26,Active
,7227,1.239725205,In Stock,2,Inactive
D,5541,2.408965359,,34,Active
B,2136,4.131789562,Out of Stock,6,Inactive
,8115,2.658287708,In Stock,19,Active
B,2257,4.308891137,Out of Stock,,Inactive
B,6816,,In Stock,,Active
,6093,1.763222929,In Stock,27,Inactive
,6285,1.671992449,,12,Inactive
C,4724,,Out of Stock,35,Inactive
C,5237,3.218071686,,33,Active
,4027,4.941490578,Out of Stock,38,Inactive
,144,2.68735624,,31,Inactive
,4155,3.455960727,,27,Active
,2261,,,13,Active
C,2396,2.905757831,Out of Stock,6,Active
,2107,,In Stock,,Inactive
B,7482,,Out of Stock,26,Inactive
A,1595,4.544642464,Out of Stock,23,Active
,2585,1.355929723,,5,Inactive
,,,In Stock,25,Active
B,2443,4.444350796,In Stock,27,Active
,3541,,,0,Active
,9439,,In Stock,49,Active
C,6099,,Out of Stock,35,Active
,3051,,In Stock,27,Inactive
,7859,,,45,Active
B,8007,,In Stock,14,Active
,8982,4.834491713,In Stock,46,Inactive
,6997,4.663413628,Out of Stock,33,Active
,4886,1.290490051,In Stock,22,Inactive
B,1101,3.245094448,Out of Stock,42,Active
,7087,2.580452891,Out of Stock,,Inactive
A,4989,,Out of Stock,9,Active
B,3214,,In Stock,13,Inactive
,1708,3.520292126,Out of Stock,31,Active
,2085,,,49,Active
,2449,,In Stock,46,Active
B,6655,,Out of Stock,46,Active
B,8720,,,40,Inactive
D,8823,2.833091526,Out of Stock,33,Active
,9669,,In Stock,27,Inactive
,8928,,In Stock,22,Active
C,3566,,,6,Inactive
B,8529,2.654088677,,27,Inactive
,5401,,Out of Stock,13,Inactive
,8545,4.808524811,Out of Stock,9,Inactive
,4399,3.288985258,Out of Stock,38,Active
D,1672,1.044674855,Out of Stock,4,Inactive
,2460,,,8,Active
B,,,Out of Stock,37,Inactive
A,7422,3.409322659,,,Active
C,9341,3.802826718,In Stock,15,Active
B,8003,,In Stock,5,Inactive
,4234,,In Stock,43,Inactive
,8860,3.205737489,,27,Inactive
C,6733,,Out of Stock,37,Active
,3570,3.130090173,Out of Stock,34,Inactive
,4020,,In Stock,17,Active
C,6836,2.914606271,In Stock,17,Inactive
,548,,In Stock,0,Inactive
C,8762,2.565074438,,17,Inactive
A,4167,2.432036428,Out of Stock,22,Inactive
A,5027,,In Stock,30,Inactive
,2526,3.303325347,In Stock,36,Active
D,5321,4.569445745,,1,Inactive
,2052,3.614138609,,39,Active
,3436,,Out of Stock,19,Inactive
,5443,,In Stock,5,Active
C,7630,3.475272524,In Stock,0,Inactive
,4494,,In Stock,1,Active
,7813,3.835338336,In Stock,,Inactive
,4924,1.092177477,Out of Stock,2,Active
,324,3.047374213,In Stock,38,Inactive
C,5355,,,21,Active
,2555,1.031346895,,,Inactive
A,5949,4.894479166,,26,Active
,2954,2.500193531,In Stock,15,Inactive
,2770,1.811783965,Out of Stock,45,Inactive
B,9487,2.025831491,,15,Inactive
,5901,3.939403291,Out of Stock,31,Active
,6068,,Out of Stock,38,Active
D,2424,4.716295223,In Stock,49,Inactive
,8598,,,27,Active
,2313,4.312296928,Out of Stock,42,Inactive
,1923,,,21,Inactive
,7892,,,42,Inactive
,3796,,Out of Stock,10,Inactive
,6807,4.195967582,In Stock,9,Inactive
C,6671,,Out of Stock,27,Active
,9874,3.881828408,,5,Active
D,9847,3.667648555,Out of Stock,49,Active
B,843,2.752754219,Out of Stock,48,Active
,,,,0,Active
B,7421,,Out of Stock,32,Active
A,5709,,,48,Active
,3561,3.393291555,In Stock,,Inactive
,8954,2.53267862,,44,Active
A,7779,,In Stock,29,Inactive
,8030,4.391910301,Out of Stock,20,Active
B,6525,,Out of Stock,,Active
,8230,2.410735982,Out of Stock,29,Inactive
,5788,,,11,Inactive
,1556,1.433034841,In Stock,,Inactive
,,,In Stock,46,Active
,,,Out of Stock,21,Active
,4436,4.728334978,,49,Active
B,6236,,Out of Stock,4,Active
,3283,,Out of Stock,9,Active
D,2999,4.425995254,,40,Active
,,2.184471315,,0,Active
